Template A,Attribute A,Template B,Attribute B,Property A,Property B,Annotation,Notes (in case of confusion),Class A,Class B,Domain Property A, Domain Property B, Range Property A, Range Property B,C1,C2,C3a,C3b,M1,M2,M3,M4a,M4b,M5a,M5b,TB1,TB2,TB3,TB4,TB5,TB6,TB7,TB8,TB9,TB10,TB11
Infobox_company,foundation,Infobox_wolkenkrabber,opening,dbo:foundingYear,dbo:openingYear,,,,dbo:Skyscraper,,,xsd:gYear,xsd:gYear,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_colour,g,Infobox_kleur,k,dbo:rgbCoordinateGreen,dbo:cmykCoordinateBlack,,,,dbo:Colour,dbo:Colour,dbo:Colour,xsd:nonNegativeInteger,xsd:integer,0.5,0.5,0.5,1,2,1,1,1,2,2,2,,,,,,,,,,,
Infobox_Senator,term_end1,Infobox_politicus,overleden,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Senator,dbo:Politician,,dbo:Person,xsd:date,xsd:date,0.3333,0.3333,1,0,3,1,1,3,0,3,3,,,,,,,,,,,
Infobox_Mayor,term_start,Infobox_politicus_Filipijnen,tijdvak3,dbo:activeYearsStartDate,dbo:activeYearsEndYear,,,dbo:Mayor,dbo:Politician,,,xsd:date,xsd:gYear,0.5,1,0,0,2,1,2,0,0,2,2,,,,,,,,,,,
Infobox_President,term_start2,Infobox_ambtsbekleder,eind_periode2,dbo:activeYearsStartDate,dbo:activeYearsEndYear,,,dbo:President,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.0115,0.1149,0,0,87,1,10,0,0,87,87,,,,,,,,,,,
Infobox_politician,order4,Infobox_dynastie,functie4,dbo:orderInOffice,dbo:office,,,dbo:Politician,dbo:Family,,,xsd:string,xsd:string,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,
Infobox_prime_minister,serviceyears,Infobox_ambtsbekleder,eind_periode2,dbo:serviceEndYear,dbo:activeYearsEndYear,,,,dbo:OfficeHolder,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.3333,1,0,0,3,1,3,0,0,3,3,,,,,,,,,,,
Infobox_Prime_Minister,term_end4,Infobox_ambtsbekleder,eind_periode,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:PrimeMinister,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.0101,0.1919,0,0,99,1,19,0,0,99,99,,,,,,,,,,,
Infobox_settlement,population_rural,Infobox_gemeente_Noorwegen,bevolking,dbo:populationRural,dbo:populationTotal,,,,dbo:Municipality,dbo:PopulatedPlace,,xsd:nonNegativeInteger,xsd:nonNegativeInteger,1,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,,
Infobox_Prime_Minister,term_end5,Infobox_president,overleden,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:PrimeMinister,dbo:President,,dbo:Person,xsd:date,xsd:date,0.5,1,1,0,2,1,2,2,0,2,2,,,,,,,,,,,
Infobox_settlement,elevation_m,Infobox_plaats_in_Argentinië,dichtheid,dbo:elevation,dbo:populationTotal,,,,dbo:Settlement,dbo:Place,,xsd:double,xsd:nonNegativeInteger,0.0032,0.1917,0.9808,0.0032,313,1,60,307,1,313,313,,,,,,,,,,,
Infobox_Olympics_Hungary,sports,Infobox_Hongarije_op_Olympische_Spelen,zilver,dbo:numberOfSports,dbo:numberOfSilverMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.025,0.975,0.65,0.675,40,1,39,26,27,40,40,,,,,,,,,,,
Infobox_Prime_Minister,term_end3,Infobox_politicus,overleden,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:PrimeMinister,dbo:Politician,,dbo:Person,xsd:date,xsd:date,0.0667,0.2667,1,0,15,1,4,15,0,15,15,,,,,,,,,,,
Infobox_Olympics_Austria,rank,Infobox_Oostenrijk_op_Olympische_Spelen,brons,dbo:rankInFinalMedalCount,dbo:numberOfBronzeMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,xsd:positiveInteger,xsd:nonNegativeInteger,0.0294,0.9706,0.9706,0.9706,34,1,33,33,33,34,34,,,,,,,,,,,
Infobox_television_channel,launch,Infobox_omroep,opgericht,dbo:firstAirDate,dbo:formationDate,,,dbo:TelevisionStation,dbo:BroadcastNetwork,dbo:Broadcaster,dbo:Organisation,xsd:date,xsd:date,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_politician,order5,Infobox_dynastie,functie4,dbo:orderInOffice,dbo:office,,,dbo:Politician,dbo:Family,,,xsd:string,xsd:string,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,
Infobox_musical_artist,death_date,Infobox_artiest,geboren,dbo:deathDate,dbo:birthDate,,,,dbo:MusicalArtist,dbo:Person,dbo:Person,xsd:date,xsd:date,0.0017,0.9914,0.9931,0.9724,580,1,575,576,564,580,580,,,,,,,,,,,
Infobox_hospital,Founded,Infobox_ziekenhuis,startbouw,dbo:openingYear,dbo:buildingStartYear,Correct as it is now,,dbo:Hospital,dbo:Hospital,,dbo:ArchitecturalStructure,xsd:gYear,xsd:gYear,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_NRHP,built,Infobox_circuit,geopend,dbo:yearOfConstruction,dbo:openingYear,,,,dbo:RaceTrack,dbo:Place,,xsd:gYear,xsd:gYear,0.3333,0.6667,0,0,3,1,2,0,0,3,3,,,,,,,,,,,
Infobox_non-profit,founded_date,Infobox_organisatie,opgericht,dbo:foundingDate,dbo:formationDate,,,dbo:Non-ProfitOrganisation,dbo:Organisation,,dbo:Organisation,xsd:date,xsd:date,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_Airline,IATA,Infobox_luchtvaartmaatschappij,ICAO,dbo:iataAirlineCode,dbo:icaoAirlineCode,,,,dbo:Airline,dbo:Airline,dbo:Airline,xsd:string,xsd:string,0.0016,0.9984,0.9938,0.8832,642,1,641,638,567,642,642,,,,,,,,,,,
Infobox_politician,term_start3,Infobox_politicus_Nederland,tijdvak2,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.375,0,0,8,1,3,0,0,8,8,,,,,,,,,,,
Infobox_university,postgrad,Infobox_universiteit,staf,dbo:numberOfPostgraduateStudents,dbo:staff,,,dbo:University,dbo:University,dbo:University,dbo:EducationalInstitution,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0098,0.9902,0.4216,0,102,1,101,43,0,102,102,,,,,,,,,,,
Infobox_disease,MeshID,Infobox_aandoening,DiseasesDB,dbo:meshId,dbo:diseasesDb,Correct as it is now,,dbo:Disease,dbo:Disease,dbo:Disease,dbo:Disease,xsd:string,xsd:string,0.0019,0.9981,0,0.6152,525,1,524,0,323,525,525,,,,,,,,,,,
Infobox_Olympics_Great_Britain,silver,Infobox_Groot-Brittannië_op_Olympische_Spelen,rang,dbo:numberOfSilverMedalsWon,dbo:rankInFinalMedalCount,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:positiveInteger,0.0286,0.9714,0.8,0.9714,35,1,34,28,34,35,35,,,,,,,,,,,
Infobox_non-profit,founded_date,Infobox_organisatie,opgericht,dbo:foundingDate,dbo:formationYear,,,dbo:Non-ProfitOrganisation,dbo:Organisation,,dbo:Organisation,xsd:date,xsd:gYear,0.3333,0.6667,0,0,3,1,2,0,0,3,3,,,,,,,,,,,
Infobox_Politician,term_start4,Infobox_ambtsbekleder,eind_periode2,dbo:activeYearsStartDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.05,0.15,0,0,20,1,3,0,0,20,20,,,,,,,,,,,
Infobox_Olympics_Finland,competitors,Infobox_Finland_op_Olympische_Spelen,zilver,dbo:numberOfCompetitors,dbo:numberOfSilverMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0256,1,1,0.641,39,1,39,39,25,39,39,,,,,,,,,,,
Infobox_Olympics_Greece,sports,Infobox_Griekenland_op_Olympische_Spelen,deelnemers,dbo:numberOfSports,dbo:numberOfCompetitors,,,dbo:OlympicResult,dbo:OlympicResult,,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0417,0.9583,0.9583,0.9167,24,1,23,23,22,24,24,,,,,,,,,,,
Infobox_organization,num_staff,Infobox_organisatie,aantal_werknemers,dbo:numberOfStaff,dbo:numberOfEmployees,,,dbo:Organisation,dbo:Organisation,dbo:Organisation,dbo:Organisation,xsd:nonNegativeInteger,xsd:nonNegativeInteger,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_politician,term_start2,Infobox_politicus_Nederland,tijdvak2,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.375,0,0,8,1,3,0,0,8,8,,,,,,,,,,,
Persondata,DATE_OF_BIRTH,Infobox_auteur,geboren,dbo:birthYear,dbo:birthDate,,,dbo:Person,dbo:Writer,dbo:Person,dbo:Person,xsd:gYear,xsd:date,0.0068,0.9864,0.8435,0.9932,147,1,145,124,146,147,147,,,,,,,,,,,
Infobox_Senator,term_end,Infobox_ambtsbekleder,gestorven,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Senator,dbo:OfficeHolder,,dbo:Person,xsd:date,xsd:date,0.0714,0.7857,1,0,14,1,11,14,0,14,14,,,,,,,,,,,
Infobox_person,birth_date,Infobox_professioneel_worstelaar,overlijdensdatum,dbo:birthDate,dbo:deathDate,,,dbo:Person,dbo:Wrestler,dbo:Person,dbo:Person,xsd:date,xsd:date,0.0833,0.0833,0.0833,0,12,1,1,1,0,12,12,,,,,,,,,,,
Infobox_military_conflict,casualties1,Infobox_militair_conflict,strength2,dbo:causalties,dbo:strength,,,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,xsd:string,xsd:string,0.0009,0.9566,0.9576,0.9406,1061,1,1015,1016,998,1061,1061,,,,,,,,,,,
Infobox_settlement,area_code,Infobox_plaats_in_Myanmar,postcode,dbo:areaCode,dbo:postalCode,,,,,dbo:Place,,xsd:string,xsd:string,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_President,term_start4,Infobox_ambtsbekleder,start_periode3,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:President,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.0115,0.0115,0,0,87,1,1,0,0,87,87,,,,,,,,,,,
Infobox_record_label,founded,Infobox_band,jaren_actief,dbo:foundingYear,dbo:activeYearsStartYear,,,dbo:RecordLabel,dbo:Band,,,xsd:gYear,xsd:gYear,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_Olympics_Switzerland,competitors,Infobox_Zwitserland_op_Olympische_Spelen,goud,dbo:numberOfCompetitors,dbo:numberOfGoldMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.027,0.973,0.973,0.6757,37,1,36,36,25,37,37,,,,,,,,,,,
Infobox_German_location,area_code,Infobox_plaats_in_Duitsland,overig3,dbo:areaCode,dbo:notes,,,,dbo:Settlement,dbo:Place,,xsd:string,xsd:string,0.0263,0.0263,0,0.6842,38,1,1,0,26,38,38,,,,,,,,,,,
Persondata,DATE_OF_BIRTH,Infobox_politicus_Nederland,geboren,dbo:birthYear,dbo:birthDate,,,dbo:Person,dbo:Politician,dbo:Person,dbo:Person,xsd:gYear,xsd:date,0.0073,0.9927,0.9635,0,137,1,136,132,0,137,137,,,,,,,,,,,
Infobox_Judge,term_start,Infobox_ambtsbekleder,start_periode2,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Judge,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.1667,0.8333,0,0,6,1,5,0,0,6,6,,,,,,,,,,,
Infobox_German_location,postal_code,Infobox_Duitse_plaats_plus,Vorwahl,dbo:postalCode,dbo:areaCode,,,,dbo:Settlement,,dbo:Place,xsd:string,xsd:string,0.0001,0.9997,0.9999,0.9999,11005,1,11002,11004,11004,11005,11005,,,,,,,,,,,
Infobox_Politician,term_end3,Infobox_ambtsbekleder,gestorven,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Politician,dbo:OfficeHolder,,dbo:Person,xsd:date,xsd:date,0.0769,0.2308,0.6923,0,13,1,3,9,0,13,13,,,,,,,,,,,
Infobox_Mayor,term_end2,Infobox_politicus_Filipijnen,tijdvak3,dbo:activeYearsEndDate,dbo:activeYearsStartYear,,,dbo:Mayor,dbo:Politician,,,xsd:date,xsd:gYear,0.5,0.5,0,0,2,1,1,0,0,2,2,,,,,,,,,,,
Infobox_military_unit,dates,Infobox_organisatie,opgericht,dbo:activeYearsStartYear,dbo:formationYear,,,dbo:MilitaryUnit,dbo:Organisation,,dbo:Organisation,xsd:gYear,xsd:gYear,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_Politician,term_end1,Infobox_politicus_Nederland,tijdvak3,dbo:activeYearsEndDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.0286,0.3429,0,0,35,1,12,0,0,35,35,,,,,,,,,,,
Infobox_Politician,term_end1,Infobox_politicus_Nederland,tijdvak1,dbo:activeYearsEndDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.0286,0.5429,0,0,35,1,19,0,0,35,35,,,,,,,,,,,
Infobox_Olympics_Hungary,rank,Infobox_Hongarije_op_Olympische_Spelen,deelnemers,dbo:rankInFinalMedalCount,dbo:numberOfCompetitors,,,dbo:OlympicResult,dbo:OlympicResult,dbo:OlympicResult,dbo:OlympicResult,xsd:positiveInteger,xsd:nonNegativeInteger,0.0833,0.9167,0.9167,0.9167,12,1,11,11,11,12,12,,,,,,,,,,,
Infobox_public_transit,lines,SP-data,SPOREN,dbo:numberOfLines,dbo:numberOfLanes,,,dbo:PublicTransitSystem,dbo:RailwayLine,dbo:PublicTransitSystem,dbo:RouteOfTransportation,xsd:nonNegativeInteger,xsd:nonNegativeInteger,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_politician,term_start,Infobox_politicus_Nederland,tijdvak6,dbo:activeYearsStartDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.25,0,0,8,1,2,0,0,8,8,,,,,,,,,,,
Infobox_settlement,established_date,Infobox_voormalige_gemeente_Nederland,jaarvan,dbo:foundingDate,dbo:activeYearsStartYear,,,,dbo:FormerMunicipality,,,xsd:date,xsd:gYear,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_person,death_date,Infobox_politicus_Nederland,tijdvak1,dbo:deathYear,dbo:activeYearsStartYear,,,dbo:Person,dbo:Politician,dbo:Person,,xsd:gYear,xsd:gYear,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,
Infobox_Officeholder,order3,Infobox_dynastie,functie2,dbo:orderInOffice,dbo:office,,,,dbo:Family,,,xsd:string,xsd:string,0.1667,0.1667,0.1667,0,6,1,1,1,0,6,6,,,,,,,,,,,
Infobox_Politician,term_start6,Infobox_ambtsbekleder,eind_periode,dbo:activeYearsStartDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.05,0.15,0,0,20,1,3,0,0,20,20,,,,,,,,,,,
Infobox_politician,term_end1,Infobox_politicus_Nederland,tijdvak3,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.5,0,0,8,1,4,0,0,8,8,,,,,,,,,,,
Infobox_politician,term_end4,Infobox_politicus_Nederland,tijdvak5,dbo:activeYearsEndDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.125,0,0,8,1,1,0,0,8,8,,,,,,,,,,,
Infobox_Judge,term_end2,Infobox_ambtsbekleder,gestorven,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Judge,dbo:OfficeHolder,,dbo:Person,xsd:date,xsd:date,0.1667,0.8333,1,0,6,1,5,6,0,6,6,,,,,,,,,,,
Infobox_military_conflict,strength1,Infobox_militair_conflict,casualties1,dbo:strength,dbo:causalties,,,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,dbo:MilitaryConflict,xsd:string,xsd:string,0.0009,0.9785,0.9429,0.9429,1069,1,1046,1008,1008,1069,1069,,,,,,,,,,,
Infobox_ship_career,Ship_out_of_service,Infobox_schip,Schip_uit_dienst,dbo:activeYearsEndDate,dbo:decommissioningDate,,,dbo:Ship,dbo:Ship,,dbo:Ship,xsd:date,xsd:date,0.1667,0.3333,0.1667,0,6,1,2,1,0,6,6,,,,,,,,,,,
Infobox_college,faculty,Infobox_universiteit,staf,dbo:facultySize,dbo:staff,,,,dbo:University,dbo:EducationalInstitution,dbo:EducationalInstitution,xsd:nonNegativeInteger,xsd:nonNegativeInteger,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_politician,term_end3,Infobox_politicus_Nederland,tijdvak7,dbo:activeYearsEndDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.125,0,0,8,1,1,0,0,8,8,,,,,,,,,,,
Infobox_politician,term_end1,Infobox_politicus_Nederland,tijdvak5,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.25,0,0,8,1,2,0,0,8,8,,,,,,,,,,,
Infobox_politician,term_end1,Infobox_politicus_Nederland,tijdvak4,dbo:activeYearsEndDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.125,0,0,8,1,1,0,0,8,8,,,,,,,,,,,
Infobox_politician,term_start1,Infobox_politicus_Nederland,tijdvak7,dbo:activeYearsStartDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.25,0,0,8,1,2,0,0,8,8,,,,,,,,,,,
Infobox_politician,term_start2,Infobox_politicus_Nederland,tijdvak6,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:Politician,,,xsd:date,xsd:gYear,0.125,0.25,0,0,8,1,2,0,0,8,8,,,,,,,,,,,
Infobox_Mayor,term_end2,Infobox_politicus_Filipijnen,overleden,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Mayor,dbo:Politician,,dbo:Person,xsd:date,xsd:date,0.5,0.5,1,0,2,1,1,2,0,2,2,,,,,,,,,,,
Infobox_Politician,term_start5,Infobox_ambtsbekleder,eind_periode,dbo:activeYearsStartDate,dbo:activeYearsEndYear,,,dbo:Politician,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.05,0.15,0,0,20,1,3,0,0,20,20,,,,,,,,,,,
Infobox_political_party,foundation,Infobox_politieke_partij,oprichting,dbo:formationDate,dbo:formationYear,,,dbo:PoliticalParty,dbo:PoliticalParty,dbo:Organisation,dbo:Organisation,xsd:date,xsd:gYear,0.0052,0.8743,0.9895,0.2094,191,1,167,189,40,191,191,,,,,,,,,,,
Infobox_company,foundation,Infobox_bedrijf,opheffing,dbo:foundingYear,dbo:activeYearsEndYear,,,,dbo:Company,,,xsd:gYear,xsd:gYear,0.0125,0.9875,0,0,80,1,79,0,0,80,80,,,,,,,,,,,
Infobox_Olympics_Switzerland,bronze,Infobox_Zwitserland_op_Olympische_Spelen,sporten,dbo:numberOfBronzeMedalsWon,dbo:numberOfSports,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0357,0.9643,0.9286,0.9643,28,1,27,26,27,28,28,,,,,,,,,,,
Infobox_person,death_date,Infobox_syndicalist,tijdvak2,dbo:deathYear,dbo:activeYearsEndYear,,,dbo:Person,dbo:Person,dbo:Person,,xsd:gYear,xsd:gYear,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,
Infobox_Politician,term_start3,Infobox_ambtsbekleder,start_periode2,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Politician,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.0455,0.0909,0,0,22,1,2,0,0,22,22,,,,,,,,,,,
Infobox_Geopolitical_organization,established,Infobox_internationale_organisatie,oprichting,dbo:foundingDate,dbo:foundingYear,,,dbo:Organisation,dbo:InternationalOrganisation,,,xsd:date,xsd:gYear,0.5,0.5,0,0,2,1,1,0,0,2,2,,,,,,,,,,,
Infobox_Officeholder,order4,Infobox_dynastie,functie2,dbo:orderInOffice,dbo:office,,,,dbo:Family,,,xsd:string,xsd:string,0.1667,0.1667,0.1667,0,6,1,1,1,0,6,6,,,,,,,,,,,
Infobox_Olympics_Netherlands,sports,Infobox_Nederland_op_Olympische_Spelen,rang,dbo:numberOfSports,dbo:rankInFinalMedalCount,,,dbo:OlympicResult,dbo:OlympicResult,,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:positiveInteger,0.0323,0.9677,0.7419,0.9677,31,1,30,23,30,31,31,,,,,,,,,,,
Infobox_lake,catchment,Infobox_meer,oppervlakte,dbo:areaOfCatchment,dbo:areaTotal,,,dbo:Lake,dbo:Lake,dbo:Lake,dbo:Place,xsd:double,xsd:double,0.0081,0.9756,0.9675,0.0813,123,1,120,119,10,123,123,,,,,,,,,,,
Infobox_officeholder,serviceyears,Infobox_politicus_Nederland,tijdvak6,dbo:serviceEndYear,dbo:activeYearsEndYear,,,dbo:OfficeHolder,dbo:Politician,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.3333,1,0,0,3,1,3,0,0,3,3,,,,,,,,,,,
Infobox_colour,r,Infobox_kleur,g,dbo:rgbCoordinateRed,dbo:rgbCoordinateBlue,,,,dbo:Colour,dbo:Colour,dbo:Colour,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.5,0.5,1,0.5,2,1,1,2,1,2,2,,,,,,,,,,,
Infobox_military_unit,dates,Infobox_historisch_land,Jaar_van_ontstaan,dbo:activeYearsStartYear,dbo:foundingYear,,,dbo:MilitaryUnit,dbo:Country,,,xsd:gYear,xsd:gYear,0.5,0.5,0,0,2,1,1,0,0,2,2,,,,,,,,,,,
Geobox,highest_elevation,Infobox_plaats_in_Tsjechië,inwoneraantal,dbo:maximumElevation,dbo:populationTotal,,,,dbo:Settlement,dbo:Place,,xsd:double,xsd:nonNegativeInteger,0.0526,0.9474,0.9474,0,19,1,18,18,0,19,19,,,,,,,,,,,
Infobox_film,runtime,Infobox_muziekalbum,duur,dbo:runtime,dbo:playingTime,,,dbo:Film,dbo:Album,dbo:Work,,xsd:double,xsd:double,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_company,intl,SP-data,SPOREN,dbo:internationally,dbo:numberOfLanes,,,,dbo:RailwayLine,dbo:Company,dbo:RouteOfTransportation,xsd:boolean,xsd:nonNegativeInteger,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_president,term_end1,Infobox_ambtsbekleder,gestorven,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:President,dbo:OfficeHolder,,dbo:Person,xsd:date,xsd:date,0.0833,0.1667,0.9167,0,12,1,2,11,0,12,12,,,,,,,,,,,
Infobox_tennis_event,prize_money,Infobox_tennistoernooi,Prijzengeld,dbo:budget,dbo:careerPrizeMoney,,,dbo:TennisTournament,dbo:TennisTournament,,dbo:TennisPlayer,xsd:double,xsd:double,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_Olympics_Australia,gold,Infobox_Australië_op_Olympische_Spelen,deelnemers,dbo:numberOfGoldMedalsWon,dbo:numberOfCompetitors,,,dbo:OlympicResult,dbo:OlympicResult,dbo:SportCompetitionResult,dbo:OlympicResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.0455,0.9545,0.9545,0.9545,22,1,21,21,21,22,22,,,,,,,,,,,
Infobox_colour,r,Infobox_kleur,k,dbo:rgbCoordinateRed,dbo:cmykCoordinateBlack,,,,dbo:Colour,dbo:Colour,dbo:Colour,xsd:nonNegativeInteger,xsd:integer,0.5,0.5,0.5,0.5,2,1,1,1,1,2,2,,,,,,,,,,,
Infobox_officeholder,serviceyears,Infobox_ambtsbekleder,start_periode4,dbo:serviceEndYear,dbo:activeYearsStartYear,,,dbo:OfficeHolder,dbo:OfficeHolder,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear,0.0093,0.1869,0,0,107,1,20,0,0,107,107,,,,,,,,,,,
Infobox_settlement,population_density_sq_mi,Infobox_stad_Verenigde_Staten,dichtheid,dbo:populationDensity,dbo:populationTotal,,,,dbo:City,dbo:PopulatedPlace,,xsd:double,xsd:nonNegativeInteger,0.0061,0.7697,1,0,165,1,127,165,0,165,165,,,,,,,,,,,
Infobox_record_label,founded,Infobox_bedrijfsonderdeel,oprichting,dbo:foundingYear,dbo:formationYear,,,dbo:RecordLabel,dbo:Company,,dbo:Organisation,xsd:gYear,xsd:gYear,1,0,0,0,1,1,0,0,0,1,1,,,,,,,,,,,
Infobox_politician,order2,Infobox_dynastie,functie1,dbo:orderInOffice,dbo:office,,,dbo:Politician,dbo:Family,,,xsd:string,xsd:string,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,
Infobox_politician,order5,Infobox_dynastie,functie2,dbo:orderInOffice,dbo:office,,,dbo:Politician,dbo:Family,,,xsd:string,xsd:string,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,
Infobox_Chancellor,term_end2,Infobox_Nobelprijswinnaar,periode,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Chancellor,,,dbo:Person,xsd:date,xsd:date,1,1,1,0,1,1,1,1,0,1,1,,,,,,,,,,,
Infobox_Olympics_Norway,sports,Infobox_Noorwegen_op_Olympische_Spelen,brons,dbo:numberOfSports,dbo:numberOfBronzeMedalsWon,,,dbo:OlympicResult,dbo:OlympicResult,,dbo:SportCompetitionResult,xsd:nonNegativeInteger,xsd:nonNegativeInteger,0.025,0.975,0.975,0.725,40,1,39,39,29,40,40,,,,,,,,,,,
Infobox_President,term_end4,Infobox_president,overleden,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:President,dbo:President,,dbo:Person,xsd:date,xsd:date,0.027,0.1351,0.8919,0,37,1,5,33,0,37,37,,,,,,,,,,,
Infobox_Senator,term_end5,Infobox_politicus,overleden,dbo:activeYearsEndDate,dbo:deathDate,,,dbo:Senator,dbo:Politician,,dbo:Person,xsd:date,xsd:date,0.3333,0.3333,1,0,3,1,1,3,0,3,3,,,,,,,,,,,
Infobox_Judge,term_start,Infobox_ambtsbekleder,start_periode4,dbo:activeYearsStartDate,dbo:activeYearsStartYear,,,dbo:Judge,dbo:OfficeHolder,,,xsd:date,xsd:gYear,0.1667,0.3333,0,0,6,1,2,0,0,6,6,,,,,,,,,,,
Infobox_station,rebuilt,Infobox_spoorwegstation_Frankrijk,opening,dbo:rebuildingYear,dbo:openingYear,,,dbo:Station,dbo:RailwayStation,dbo:ArchitecturalStructure,,xsd:gYear,xsd:gYear,1,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,,
