Template A,Attribute A,Template B,Attribute B,Property A,Property B,Class A,Class B,Annotation,Domain Property A, Domain Property B, Range Property A, Range Property B,C1,C2,C3a,C3b,M1,M2,M3,M4a,M4b,M5a,M5b,TB1,TB2,TB3,TB4,TB5,TB6,TB7,TB8,TB9,TB10,TB11
Infobox_book, preceded_by, Ficha_de_libro, seguido_por, dbo:previousWork, dbo:subsequentWork, http://dbpedia.org/ontology/Book, http://dbpedia.org/ontology/Book, , dbo:Work, dbo:Work, dbo:Work, dbo:Work, 1.1245, 1.1486, 0.9790, 0.9650, 249, 280, 286, 280, 276, 286, 286, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
Infobox_company, owner, Ficha_de_organización, administración, dbo:owningCompany, dbo:management, , http://dbpedia.org/ontology/Organisation, , , , dbo:Company, , 1.3529, 1.3529, 0.0000, 0.1304, 17, 23, 23, 0, 3, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Geobox, state, Ficha_de_cuerpo_de_agua, país, dbo:state, dbo:country, , http://dbpedia.org/ontology/BodyOfWater, , , , dbo:PopulatedPlace, dbo:Country, 1.1019, 1.1265, 0.7041, 0.0000, 324, 357, 365, 257, 0, 365, 365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_album, Producer, Tracklist, writer4, dbo:producer, dbo:writer, http://dbpedia.org/ontology/Album, , , dbo:Work, dbo:Work, dbo:Agent, dbo:Person, 0.4066, 1.6923, 0.0000, 0.5844, 91, 37, 154, 0, 90, 154, 154, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1
Infobox_automobile, successor, Ficha_de_automóvil, predecesor, dbo:successor, dbo:predecessor, http://dbpedia.org/ontology/Automobile, http://dbpedia.org/ontology/Automobile, , , , , , 1.0273, 1.0394, 0.8863, 0.7755, 330, 339, 343, 304, 266, 343, 343, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Infobox_church, architectural_type, Ficha_de_templo, tipo, dbo:architecturalStyle, dbo:buildingType, http://dbpedia.org/ontology/HistoricBuilding, http://dbpedia.org/ontology/HistoricBuilding, , dbo:ArchitecturalStructure, dbo:Building, , , 0.6500, 1.8125, 0.0000, 0.4759, 80, 52, 145, 0, 69, 145, 145, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0
Infobox_Officeholder, primeminister2, Ficha_de_autoridad, sucesor2, dbo:primeMinister, dbo:successor, , http://dbpedia.org/ontology/President, , , , dbo:Person, , 0.1343, 1.1119, 0.9866, 0.0000, 134, 18, 149, 147, 0, 149, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Geobox, tributary_left, Ficha_de_cuerpo_de_agua, lugar_nacimiento, dbo:leftTributary, dbo:sourceConfluence, , http://dbpedia.org/ontology/BodyOfWater, , dbo:River, dbo:River, dbo:River, , 0.9528, 1.0551, 0.0224, 0.0000, 127, 121, 134, 3, 0, 134, 134, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0
Infobox_U.S._county, seat, Ficha_de_entidad_subnacional, capital, dbo:countySeat, dbo:capital, http://dbpedia.org/ontology/AdministrativeRegion, http://dbpedia.org/ontology/AdministrativeRegion, , dbo:PopulatedPlace, dbo:PopulatedPlace, , dbo:City, 0.0404, 1.0101, 0.0000, 0.0000, 99, 4, 100, 0, 0, 100, 100, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0
Infobox_engineer, nationality, Ficha_de_persona, lugar_de_nacimiento, dbo:nationality, dbo:birthPlace, http://dbpedia.org/ontology/Engineer, http://dbpedia.org/ontology/Person, , dbo:Person, dbo:Person, dbo:Country, dbo:Place, 0.9000, 1.0000, 0.9000, 0.7000, 10, 9, 10, 9, 7, 10, 10, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0
Infobox_comics_creator, nationality, Ficha_de_escritor, lugar_nacimiento, dbo:nationality, dbo:birthPlace, http://dbpedia.org/ontology/ComicsCreator, http://dbpedia.org/ontology/Writer, , dbo:Person, dbo:Person, dbo:Country, dbo:Place, 0.4875, 1.1250, 0.2111, 0.6333, 80, 39, 90, 19, 57, 90, 90, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0
Infobox_rail, locale, Ficha_de_organización, sede, dbo:location, dbo:headquarter, http://dbpedia.org/ontology/PublicTransitSystem, http://dbpedia.org/ontology/Organisation, , , dbo:Organisation, dbo:Place, dbo:PopulatedPlace, 1.5714, 1.5714, 0.9091, 0.0000, 7, 11, 11, 10, 0, 11, 11, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
Infobox_company, parent, Infobox_company, parent, dbo:parentCompany, dbo:parentOrganisation, , , , , dbo:Organisation, dbo:Company, dbo:Organisation, 0.4444, 1.3333, 0.0000, 0.0000, 9, 4, 12, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Taxobox, image, Ficha_de_taxón, familia, foaf:depiction, dbo:family, , , , , dbo:Species, , dbo:Species, 1.3204, 1.3702, 0.9758, 0.0000, 181, 239, 248, 242, 0, 248, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_television, starring, Ficha_de_película, producción, dbo:starring, dbo:producer, http://dbpedia.org/ontology/TelevisionShow, http://dbpedia.org/ontology/Film, , dbo:Work, dbo:Work, dbo:Actor, dbo:Agent, 1.6875, 1.7812, 0.7193, 0.6316, 32, 54, 57, 41, 36, 57, 57, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0
Infobox_Officeholder, president2, Ficha_de_autoridad, sucesor, dbo:president, dbo:successor, , http://dbpedia.org/ontology/President, , dbo:Organisation, , dbo:Person, , 0.2550, 1.3450, 0.9628, 0.0000, 200, 51, 269, 259, 0, 269, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_person, home_town, Ficha_de_persona, residencia, dbo:hometown, dbo:residence, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Person, , dbo:Agent, dbo:Person, dbo:Settlement, dbo:Place, 0.8824, 1.1765, 0.4500, 0.0000, 17, 15, 20, 9, 0, 20, 20, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0
Taxobox, unranked_classis, Ficha_de_taxón, unranked_ordo, dbo:class, dbo:order, , , , dbo:MeanOfTransportation, dbo:Species, , , 0.0361, 1.5604, 0.9625, 0.9857, 40595, 1464, 63345, 60969, 62437, 63345, 63345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_prime_minister, predecessor5, Ficha_de_autoridad, sucesor, dbo:predecessor, dbo:successor, , http://dbpedia.org/ontology/President, , , , , , 0.2174, 1.1087, 0.9804, 0.0000, 46, 10, 51, 50, 0, 51, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_building, location, Ficha_de_teatro, país, dbo:location, dbo:country, , http://dbpedia.org/ontology/Theatre, , , , dbo:Place, dbo:Country, 1.5789, 2.1579, 0.4146, 0.0000, 19, 30, 41, 17, 0, 41, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_book, followed_by, Ficha_de_libro, precedido_por, dbo:subsequentWork, dbo:previousWork, http://dbpedia.org/ontology/Book, http://dbpedia.org/ontology/Book, , dbo:Work, dbo:Work, dbo:Work, dbo:Work, 1.1250, 1.1464, 0.9595, 0.8723, 280, 315, 321, 308, 280, 321, 321, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1
Infobox_writer, nationality, Ficha_de_actor, lugar_de_nacimiento, dbo:nationality, dbo:birthPlace, http://dbpedia.org/ontology/Writer, http://dbpedia.org/ontology/Actor, , dbo:Person, dbo:Person, dbo:Country, dbo:Place, 1.0000, 1.0714, 0.8667, 0.0000, 14, 14, 15, 13, 0, 15, 15, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0
Infobox_company, type, Ficha_de_organización, propietario, dbo:type, dbo:owningCompany, , http://dbpedia.org/ontology/Organisation, , , , , dbo:Company, 1.2110, 1.2752, 0.5108, 0.6187, 109, 132, 139, 71, 86, 139, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_writer, citizenship, Ficha_de_escritor, lugar_fallecimiento, dbo:citizenship, dbo:deathPlace, http://dbpedia.org/ontology/Writer, http://dbpedia.org/ontology/Writer, , dbo:Person, dbo:Person, , dbo:Place, 0.6800, 1.1600, 0.9655, 0.0000, 25, 17, 29, 28, 0, 29, 29, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0
Infobox_officeholder, predecessor3, Ficha_de_Presidente, sucesor, dbo:predecessor, dbo:successor, http://dbpedia.org/ontology/Politician, , , , , , , 0.2209, 1.1860, 0.9804, 0.0000, 86, 19, 102, 100, 0, 102, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_person, known_for, Ficha_de_actor, otros_premios, dbo:knownFor, dbo:award, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Actor, , , , , dbo:Award, 0.8846, 1.2308, 0.1562, 0.0000, 26, 23, 32, 5, 0, 32, 32, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Infobox_Officeholder, predecessor2, Ficha_de_Presidente, sucesor2, dbo:predecessor, dbo:successor, , , , , , , , 0.2131, 1.2131, 0.9730, 0.0000, 61, 13, 74, 72, 0, 74, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_royalty, death_place, Ficha_de_persona, lugar_de_nacimiento, dbo:deathPlace, dbo:birthPlace, http://dbpedia.org/ontology/Royalty, http://dbpedia.org/ontology/Person, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.1000, 1.1000, 0.9091, 0.9091, 10, 11, 11, 10, 10, 11, 11, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1
Infobox_philosopher, notable_ideas, Ficha_de_persona, conocido, dbo:notableIdea, dbo:knownFor, http://dbpedia.org/ontology/Philosopher, http://dbpedia.org/ontology/Person, , dbo:Person, , , , 0.8571, 1.0000, 0.0000, 0.0000, 7, 6, 7, 0, 0, 7, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Infobox_album, Artist, Ficha_de_sencillo, productor, dbo:artist, dbo:producer, http://dbpedia.org/ontology/Album, http://dbpedia.org/ontology/Single, , dbo:MusicalWork, dbo:Work, dbo:Agent, dbo:Agent, 1.0000, 1.5455, 0.5294, 0.0000, 11, 11, 17, 9, 0, 17, 17, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1
Infobox_university, state, Ficha_de_universidad, país, dbo:state, dbo:country, http://dbpedia.org/ontology/University, http://dbpedia.org/ontology/University, , , , dbo:PopulatedPlace, dbo:Country, 1.2310, 1.2409, 0.5293, 0.3245, 303, 373, 376, 199, 122, 376, 376, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1
Infobox_company, owner, Ficha_de_organización, company_type, dbo:owner, dbo:type, , http://dbpedia.org/ontology/Organisation, , , , dbo:Agent, , 0.3068, 1.1833, 0.8451, 0.2660, 251, 77, 297, 251, 79, 297, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_Monarch, predecessor, Ficha_de_noble, madre, dbo:predecessor, dbo:parent, , http://dbpedia.org/ontology/Noble, , , dbo:Person, , dbo:Person, 0.5238, 1.1905, 0.8400, 0.0000, 21, 11, 25, 21, 0, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_album, Producer, Tracklist, writer9, dbo:producer, dbo:writer, http://dbpedia.org/ontology/Album, , , dbo:Work, dbo:Work, dbo:Agent, dbo:Person, 0.2527, 1.6923, 0.0000, 0.5844, 91, 23, 154, 0, 90, 154, 154, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1
Infobox_software, platform, Ficha_de_software, desarrollador, dbo:computingPlatform, dbo:developer, http://dbpedia.org/ontology/Software, http://dbpedia.org/ontology/Software, , dbo:Software, , , dbo:Agent, 1.2913, 1.3386, 0.8529, 0.3471, 127, 164, 170, 145, 59, 170, 170, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Infobox_company, owner, Ficha_de_organización, fundador, dbo:owningCompany, dbo:founder, , http://dbpedia.org/ontology/Organisation, , , , dbo:Company, dbo:Person, 1.2917, 1.3750, 0.0000, 0.3333, 24, 31, 33, 0, 11, 33, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_company, owner, Ficha_de_organización, administración, dbo:owner, dbo:management, , http://dbpedia.org/ontology/Organisation, , , , dbo:Agent, , 1.3529, 1.3529, 0.0000, 0.1739, 17, 23, 23, 0, 4, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_Album, Artist, Lista_de_canciones, writer8, dbo:artist, dbo:writer, , http://dbpedia.org/ontology/MusicalWork, , dbo:MusicalWork, dbo:Work, dbo:Agent, dbo:Person, 0.2137, 1.2748, 0.0000, 0.6946, 131, 28, 167, 0, 116, 167, 167, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
Infobox_album, Producer, Lista_de_canciones, lyrics2, dbo:producer, dbo:lyrics, http://dbpedia.org/ontology/Album, http://dbpedia.org/ontology/MusicalWork, , dbo:Work, dbo:MusicalWork, dbo:Agent, dbo:Person, 0.2877, 1.3562, 0.0000, 0.5657, 73, 21, 99, 0, 56, 99, 99, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1
Infobox_philosopher, death_place, Ficha_de_persona, nacionalidad, dbo:deathPlace, dbo:nationality, http://dbpedia.org/ontology/Philosopher, http://dbpedia.org/ontology/Person, , dbo:Person, dbo:Person, dbo:Place, dbo:Country, 1.0526, 1.0526, 0.0000, 0.7500, 38, 40, 40, 0, 30, 40, 40, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1
Persondata, PLACE_OF_DEATH, Ficha_de_escritor, lugar_nacimiento, dbo:deathPlace, dbo:birthPlace, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Writer, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.4651, 2.2558, 0.8041, 0.8351, 43, 63, 97, 78, 81, 97, 97, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1
Infobox_Software, operating_system, Ficha_de_software, plataforma, dbo:operatingSystem, dbo:computingPlatform, , http://dbpedia.org/ontology/Software, , dbo:Software, dbo:Software, , , 1.0000, 1.4000, 0.2857, 0.6667, 15, 15, 21, 6, 14, 21, 21, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0
Infobox_company, owner, Ficha_de_organización, company_type, dbo:owningCompany, dbo:type, , http://dbpedia.org/ontology/Organisation, , , , dbo:Company, , 0.3068, 1.1833, 0.8451, 0.2020, 251, 77, 297, 251, 60, 297, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_album, Artist, Lista_de_canciones, writer17, dbo:artist, dbo:writer, http://dbpedia.org/ontology/Album, http://dbpedia.org/ontology/MusicalWork, , dbo:MusicalWork, dbo:Work, dbo:Agent, dbo:Person, 0.0352, 1.6123, 0.0000, 0.6351, 1166, 41, 1880, 0, 1194, 1880, 1880, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1
Infobox_film, based_on, Ficha_de_película, reparto, dbo:basedOn, dbo:starring, http://dbpedia.org/ontology/Film, http://dbpedia.org/ontology/Film, , dbo:Work, dbo:Work, dbo:Work, dbo:Actor, 1.2119, 1.2119, 0.9581, 0.0000, 335, 406, 406, 389, 0, 406, 406, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0
Infobox_musical_artist, occupation, Ficha_de_artista_musical, género, dbo:occupation, dbo:genre, , http://dbpedia.org/ontology/MusicalArtist, , , , dbo:PersonFunction, dbo:Genre, 0.1006, 1.3068, 0.9501, 0.3673, 2148, 216, 2807, 2667, 1031, 2807, 2807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_Album, Producer, Lista_de_canciones, writer3, dbo:producer, dbo:writer, , http://dbpedia.org/ontology/MusicalWork, , dbo:Work, dbo:Work, dbo:Agent, dbo:Person, 0.2472, 1.2360, 0.0000, 0.5818, 89, 22, 110, 0, 64, 110, 110, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1
Infobox_officeholder, predecessor3, Ficha_de_Presidente, sucesor2, dbo:predecessor, dbo:successor, http://dbpedia.org/ontology/Politician, , , , , , , 0.1163, 1.1860, 0.9804, 0.0000, 86, 10, 102, 100, 0, 102, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_video_game, publisher, Ficha_de_videojuego, programador, dbo:publisher, dbo:developer, http://dbpedia.org/ontology/VideoGame, http://dbpedia.org/ontology/VideoGame, , dbo:Work, , dbo:Agent, dbo:Agent, 0.0094, 1.3612, 0.7073, 0.0025, 2018, 19, 2747, 1943, 7, 2747, 2747, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1
Infobox_company, type, Ficha_de_organización, propietario, dbo:type, dbo:owner, , http://dbpedia.org/ontology/Organisation, , , , , dbo:Agent, 0.9496, 1.2518, 0.5402, 0.6322, 139, 132, 174, 94, 110, 174, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_album, Producer, Track_listing, writer6, dbo:producer, dbo:writer, http://dbpedia.org/ontology/Album, , , dbo:Work, dbo:Work, dbo:Agent, dbo:Person, 0.5143, 2.7143, 0.0000, 0.5895, 70, 36, 190, 0, 112, 190, 190, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1
Infobox_saint, beatified_place, Ficha_de_santo, lugar_de_nacimiento, dbo:beatifiedPlace, dbo:birthPlace, http://dbpedia.org/ontology/Saint, http://dbpedia.org/ontology/Saint, , dbo:Saint, dbo:Person, dbo:PopulatedPlace, dbo:Place, 1.5517, 1.5517, 0.9722, 0.0000, 116, 180, 180, 175, 0, 180, 180, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0
Infobox_officeholder, predecessor2, Ficha_de_autoridad, sucesor5, dbo:predecessor, dbo:successor, http://dbpedia.org/ontology/Politician, http://dbpedia.org/ontology/President, , , , , , 0.0298, 1.3155, 0.9593, 0.0000, 840, 25, 1105, 1060, 0, 1105, 1105, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Infobox_person, awards, Ficha_de_actor, premios_óscar, dbo:award, dbo:academyAward, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Actor, , , dbo:Artist, dbo:Award, dbo:Award, 1.0606, 1.0606, 0.0000, 0.6857, 33, 35, 35, 0, 24, 35, 35, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1
Infobox_single, Album, Ficha_de_sencillo, sencillo_anterior, dbo:album, dbo:previousWork, http://dbpedia.org/ontology/Single, http://dbpedia.org/ontology/Single, , , dbo:Work, dbo:Album, dbo:Work, 0.5832, 1.4997, 0.9548, 0.9302, 2982, 1739, 4472, 4270, 4160, 4472, 4472, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0
Infobox_character, voice, Ficha_de_personaje, creador, dbo:voice, dbo:creator, http://dbpedia.org/ontology/FictionalCharacter, http://dbpedia.org/ontology/FictionalCharacter, , , , dbo:Person, dbo:Agent, 1.1286, 1.2000, 0.8095, 0.3571, 70, 79, 84, 68, 30, 84, 84, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0
Infobox_video_game, developer, Ficha_de_videojuego, publisher, dbo:developer, dbo:publisher, http://dbpedia.org/ontology/VideoGame, http://dbpedia.org/ontology/VideoGame, , , dbo:Work, dbo:Agent, dbo:Agent, 1.0435, 1.2609, 0.8276, 0.2414, 23, 24, 29, 24, 7, 29, 29, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1
Infobox_President, otherparty, Ficha_de_autoridad, partido, dbo:otherParty, dbo:party, http://dbpedia.org/ontology/President, http://dbpedia.org/ontology/President, , dbo:OfficeHolder, , dbo:PoliticalParty, dbo:PoliticalParty, 0.8889, 1.2222, 1.0000, 0.0000, 9, 8, 11, 11, 0, 11, 11, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1
Infobox_philosopher, death_place, Ficha_de_escritor, Nacionalidad, dbo:deathPlace, dbo:nationality, http://dbpedia.org/ontology/Philosopher, http://dbpedia.org/ontology/Writer, , dbo:Person, dbo:Person, dbo:Place, dbo:Country, 0.3659, 1.0732, 0.0000, 0.9091, 41, 15, 44, 0, 40, 44, 44, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1
Infobox_prime_minister, predecessor4, Ficha_de_autoridad, sucesor, dbo:predecessor, dbo:successor, , http://dbpedia.org/ontology/President, , , , , , 0.2609, 1.1087, 0.9804, 0.0000, 46, 12, 51, 50, 0, 51, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_person, birth_place, Ficha_de_persona, ciudadania, dbo:birthPlace, dbo:citizenship, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Person, , dbo:Person, dbo:Person, dbo:Place, , 1.4516, 1.4839, 0.0870, 0.9130, 31, 45, 46, 4, 42, 46, 46, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0
Infobox_television_season, network, Ficha_de_serie_de_televisión, cadena, dbo:network, dbo:channel, http://dbpedia.org/ontology/TelevisionSeason, http://dbpedia.org/ontology/TelevisionShow, , dbo:Broadcaster, , dbo:Broadcaster, dbo:Broadcaster, 1.0000, 4.6250, 0.0000, 0.0000, 8, 8, 37, 0, 0, 37, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
Infobox_company, type, Ficha_de_organización, propietario, dbo:type, dbo:owningOrganisation, , http://dbpedia.org/ontology/Organisation, , , , , dbo:Organisation, 1.2110, 1.2752, 0.0000, 0.6187, 109, 132, 139, 0, 86, 139, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Distinguish, 1, Ficha_de_entidad_subnacional, imagen, owl:differentFrom, dbo:picture, http://www.w3.org/2002/07/owl#Thing, http://dbpedia.org/ontology/AdministrativeRegion, , , , , , 1.0000, 1.0000, 0.0000, 0.0000, 18, 18, 18, 0, 0, 18, 18, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Infobox_Officeholder, predecessor4, Ficha_de_autoridad, sucesor3, dbo:predecessor, dbo:successor, , http://dbpedia.org/ontology/President, , , , , , 0.0337, 1.2554, 0.9637, 0.0000, 505, 17, 634, 611, 0, 634, 634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_musical_artist, instrument, Ficha_de_persona, ocupación, dbo:instrument, dbo:occupation, , http://dbpedia.org/ontology/Person, , dbo:Artist, , dbo:Instrument, dbo:PersonFunction, 1.0000, 1.1875, 0.9474, 0.0526, 16, 16, 19, 18, 1, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_scientist, fields, Ficha_de_escritor, ocupación, dbo:field, dbo:occupation, http://dbpedia.org/ontology/Scientist, http://dbpedia.org/ontology/Writer, , dbo:Artist, , , dbo:PersonFunction, 0.3333, 1.2778, 0.0000, 0.0000, 18, 6, 23, 0, 0, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Infobox_single, Artist, Ficha_de_álbum, productor, dbo:musicalArtist, dbo:producer, http://dbpedia.org/ontology/Single, http://dbpedia.org/ontology/Album, , dbo:Single, dbo:Work, dbo:MusicalArtist, dbo:Agent, 0.9091, 2.0000, 0.6364, 0.0000, 11, 10, 22, 14, 0, 22, 22, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0
Infobox_handball_biography, nationality, Ficha_de_deportista, lugar_nacimiento, dbo:nationality, dbo:birthPlace, http://dbpedia.org/ontology/HandballPlayer, http://dbpedia.org/ontology/Athlete, , dbo:Person, dbo:Person, dbo:Country, dbo:Place, 2.1333, 2.2000, 0.9394, 0.5152, 15, 32, 33, 31, 17, 33, 33, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0
Infobox_settlement, p13, Ficha_de_entidad_subnacional, ciudad_grande, dbo:part, dbo:largestCity, , http://dbpedia.org/ontology/AdministrativeRegion, , , dbo:PopulatedPlace, dbo:Place, dbo:PopulatedPlace, 0.1111, 1.1111, 0.0000, 0.0000, 81, 9, 90, 0, 0, 90, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_national_football_team, Home_Stadium, Partidos, estadio, dbo:stadium, dbo:location, http://dbpedia.org/ontology/SoccerClub, http://dbpedia.org/ontology/FootballMatch, , , , dbo:Stadium, dbo:Place, 0.8462, 1.0000, 0.0000, 0.0000, 13, 11, 13, 0, 0, 13, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Infobox_television, company, Ficha_de_serie_de_televisión, reparto, dbo:company, dbo:starring, http://dbpedia.org/ontology/TelevisionShow, http://dbpedia.org/ontology/TelevisionShow, , , dbo:Work, dbo:Organisation, dbo:Actor, 2.2162, 2.2162, 0.8794, 0.0000, 666, 1476, 1476, 1298, 0, 1476, 1476, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Infobox_dot-com_company, location_city, Ficha_de_organización, sede, dbo:locationCity, dbo:headquarter, http://dbpedia.org/ontology/Company, http://dbpedia.org/ontology/Organisation, , dbo:Organisation, dbo:Organisation, dbo:City, dbo:PopulatedPlace, 2.2500, 2.5000, 0.0000, 0.0000, 8, 18, 20, 0, 0, 20, 20, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0
Infobox_Monarch, birth_place, Ficha_de_noble, lugar_de_defunción, dbo:birthPlace, dbo:deathPlace, , http://dbpedia.org/ontology/Noble, , dbo:Person, dbo:Person, dbo:Place, dbo:Place, 1.1875, 1.1875, 0.8421, 0.8947, 16, 19, 19, 16, 17, 19, 19, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1
Infobox_television, director, Ficha_de_película, guion, dbo:director, dbo:writer, http://dbpedia.org/ontology/TelevisionShow, http://dbpedia.org/ontology/Film, , dbo:Film, dbo:Work, dbo:Person, dbo:Person, 1.3571, 1.5714, 0.0000, 0.2727, 42, 57, 66, 0, 18, 66, 66, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1
Infobox_pageant_titleholder, birth_place, Ficha_de_persona, nacionalidad, dbo:birthPlace, dbo:nationality, http://dbpedia.org/ontology/BeautyQueen, http://dbpedia.org/ontology/Person, , dbo:Person, dbo:Person, dbo:Place, dbo:Country, 2.2857, 2.2857, 0.0000, 0.8750, 7, 16, 16, 0, 14, 16, 16, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1
Infobox_mountain, location, Ficha_de_Patrimonio_de_la_Humanidad, País, dbo:locatedInArea, dbo:country, , http://dbpedia.org/ontology/WorldHeritageSite, , dbo:Place, , dbo:Place, dbo:Country, 0.9000, 1.1000, 0.0000, 0.0000, 10, 9, 11, 0, 0, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Infobox_person, known_for, Ficha_de_escritor, obras_notables, dbo:knownFor, dbo:notableWork, http://dbpedia.org/ontology/Person, http://dbpedia.org/ontology/Writer, , , , , dbo:Work, 0.4286, 1.4286, 0.0000, 0.0000, 7, 3, 10, 0, 0, 10, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Infobox_Officeholder, predecessor8, Ficha_de_autoridad, sucesor, dbo:predecessor, dbo:successor, , http://dbpedia.org/ontology/President, , , , , , 0.0277, 1.2554, 0.9637, 0.0000, 505, 14, 634, 611, 0, 634, 634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
